"KOD";"AUTORI";"TITUL";"MISTO";"CASOP";"ROCNIK";"ROK";"STR"
"CH/PLESNÁ    /1984/050";"Roubík F.";"Soupis a mapa zaniklıch osad v Èechách";;;;"1959";"79, 1/7"
"PB/KOUPÌ     /1988/520";"Roubík F.";"Soupis a mapa zaniklıch osad v Èechách";;;;"1959";"60"
"TA/NADÌJKOV  /1988/447";"Roubík F.";"Soupis a mapa zaniklıch osad v Èechách";;;;"1959";"50"
"CB/ÈEJKOVICE /    /004";"Roubík F.";"Soupis a mapa zaniklıch osad v Èechách";;;;"1959";"46"
"CB/DOBŠICE   /    /009";"Roubík F.";"Soupis a mapa zaniklıch osad v Èechách";;;;"1959";"57"
"CB/DOLNÍ BUKO/    /010";"Roubík F.";"Soupis a mapa zaniklıch osad v Èechách";;;;"1959";"55"
"CB/PURKAREC  /    /013";"Roubík F.";"Soupis a mapa zaniklıch osad v Èechách";;;;"1959";"46"
"CB/TROCNOV   /    /009";"Roubík F.";"Soupis a mapa zaniklıch osad v Èechách";;;;"1959";"54"
"CB/VELECHVÍN /    /006";"Roubík F.";"Soupis a mapa zaniklıch osad v Èechách";;;;"1959";"56"
"CB/VELECHVÍN /1973/316";"Roubík F.";"Soupis a mapa zaniklıch osad v Èechách";;;;"1959";"56"
"CB/ZVÍKOV    /1999/947";"Roubík F.";"Soupis a mapa zaniklıch osad v Èechách";;;;"1959";"47"
"CR/KOSTELEC U/1982/429";"Roubík F.";"Soupis a mapa zaniklıch osad v Èechách";;;;"1959";
"JC/DOUBRAVA  /1985/853";"Roubík F.";"Soupis a mapa zaniklıch osad v Èechách";;;;"1957";
"KT/BØETÌTICE /2000/528";"Roubík F.";"Soupis a mapa zaniklıch osad v Èechách";;;;"1959";"75"
"KT/HEJNÁ     /2001/945";"Roubík F.";"Soupis a mapa zaniklıch osad v Èechách";;;;"1959";"64"
"KT/CHUDENICE /2002/428";"Roubík F.";"Soupis a mapa zaniklıch osad v Èechách";;;;"1959";"65"
"KT/KALIŠTÌ   /2000/313";"Roubík F.";"Soupis a mapa zaniklıch osad v Èechách";;;;"1959";"70"
"KT/KEJNICE   /2000/009";"Roubík F.";"Soupis a mapa zaniklıch osad v Èechách";;;;"1959";"75"
"KT/KLATOVY   /2001/458";"Roubík F.";"Soupis a mapa zaniklıch osad v Èechách";;;;"1959";"64"
"KT/MALEÈ     /2000/643";"Roubík F.";"Soupis a mapa zaniklıch osad v Èechách";;;;"1959";"53"
"KT/MLİNEC    /2001/001";"Roubík F.";"Soupis a mapa zaniklıch osad v Èechách";;;;"1959";"64"
"KT/NEDANICE  /2000/456";"Roubík F.";"Soupis a mapa zaniklıch osad v Èechách";;;;"1959";"70"
"KT/NEDANICE  /2001/147";"Roubík F.";"Soupis a mapa zaniklıch osad v Èechách";;;;"1959";"70"
"KT/NEDANICE  /2001/250";"Roubík F.";"Soupis a mapa zaniklıch osad v Èechách";;;;"1959";"70"
"KT/NEMILKOV  /2002/435";"Roubík F.";"Soupis a mapa zaniklıch osad v Èechách";;;;"1959";"75"
"KT/POLEÒ     /2001/013";"Roubík F.";"Soupis a mapa zaniklıch osad v Èechách";;;;"1959";"64"
"KT/PØEDSLAV  /2002/229";"Roubík F.";"Soupis a mapa zaniklıch osad v Èechách";;;;"1959";"70"
"KT/PØESTANICE/2001/215";"Roubík F.";"Soupis a mapa zaniklıch osad v Èechách";;;;"1959";"75"
"KT/ØAKOM     /2001/113";"Roubík F.";"Soupis a mapa zaniklıch osad v Èechách";;;;"1959";"65"
"KT/ŠIMANOV   /1987/531";"Roubík F.";"Soupis a mapa zaniklıch osad v Èechách";;;;"1959";"76"
"KT/ŠIMANOV   /2000/517";"Roubík F.";"Soupis a mapa zaniklıch osad v Èechách";;;;"1959";"76"
"KT/TEDRAICE /1987/323";"Roubík F.";"Soupis a mapa zaniklıch osad v Èechách";;;;"1959";"76"
"KT/TEDRAICE /1987/330";"Roubík F.";"Soupis a mapa zaniklıch osad v Èechách";;;;"1959";"76"
"KT/TEDRAICE /1987/403";"Roubík F.";"Soupis a mapa zaniklıch osad v Èechách";;;;"1959";"76"
"KT/TEDRAICE /2002/225";"Roubík F.";"Soupis a mapa zaniklıch osad v Èechách";;;;"1959";"76"
"KT/ÚJEZD U PL/2000/542";"Roubík F.";"Soupis a mapa zaniklıch osad v Èechách";;;;"1959";"64"
"KT/ZÁLUICE  /2000/613";"Roubík F.";"Soupis a mapa zaniklıch osad v Èechách";;;;"1959";"76"
"KT/ZÁØEÈÍ    /2001/113";"Roubík F.";"Soupis a mapa zaniklıch osad v Èechách";;;;"1959";"63"
"KT/ÏÁR      /2000/943";"Roubík F.";"Soupis a mapa zaniklıch osad v Èechách";;;;"1959";"64"
"PE/TÌMICE    /1974/641";"Roubík F.";"Soupis a mapa zaniklıch osad v Èechách";;;;"1959";"120"
"PI/ÚDRA     /1967/708";"Roubík F.";"Soupis a mapa zaniklıch osad v Èechách";;;;"1959";"51"
"PJ/DOLCE     /1985/224";"Roubík F.";"Soupis a mapa zaniklıch osad v Èechách";;;;"1959";"70"
"PJ/ŠÁHLAVY  /1980/938";"Roubík F.";"Soupis a mapa zaniklıch osad v Èechách";;;;"1959";"69"
"PM/BOKOV    /1982/731";"Roubík F.";"Soupis a mapa zaniklıch osad v Èechách";;;;"1959";"68"
"PS/BABINA    /1984/024";"Roubík F.";"Soupis a mapa zaniklıch osad v Èechách";;;;"1959";"65"
"PS/KRSY      /1982/408";"Roubík F.";"Soupis a mapa zaniklıch osad v Èechách";;;;"1959";"74"
"PS/SENEC     /1985/908";"Roubík F.";"Soupis a mapa zaniklıch osad v Èechách";;;;"1959";"68"
"PS/ŠTIPOKLASY/1982/006";"Roubík F.";"Soupis a mapa zaniklıch osad v Èechách";;;;"1959";"74-75"
"PV/TEHOV     /1987/444";"Roubík F.";"Soupis a mapa zaniklıch osad v Èechách";;;;"1959";"39"
"RO/DRAHOÒÙV Ú/1983/107";"Roubík F.";"Soupis a mapa zaniklıch osad v Èechách";;;;"1959";"71"
"RO/MLEÈICE   /1985/058";"Roubík F.";"Soupis a mapa zaniklıch osad v Èechách";;;;"1959";"72"
"SM/BÍTOUCHOV /1999/236";"Roubík F.";"Soupis a mapa zaniklıch osad v Èechách";;;;"1959";
"SM/CHUCHELNA /1999/236";"Roubík F.";"Soupis a mapa zaniklıch osad v Èechách";;;;"1959";
"SM/KACANOVY  /2000/154";"Roubík F.";"Soupis a mapa zaniklıch osad v Èechách";;;;"1959";"6-11-18"
"SM/LHOTA     /1999/036";"Roubík F.";"Soupis a mapa zaniklıch osad v Èechách";;;;"1959";
"SM/LOMNICE NA/1998/923";"Roubík F.";"Soupis a mapa zaniklıch osad v Èechách";;;;"1959";"6-10"
"SM/LOMNICE NA/1998/931";"Roubík F.";"Soupis a mapa zaniklıch osad v Èechách";;;;"1959";"6-10"
"SM/LOMNICE NA/2000/532";"Roubík F.";"Soupis a mapa zaniklıch osad v Èechách";;;;"1959";"6-10"
"ST/KADOV     /2000/953";"Roubík F.";"Soupis a mapa zaniklıch osad v Èechách";;;;"1959";"60"
"SY/HORNÍ ÚJEZ/    /527";"Roubík F.";"Soupis a mapa zaniklıch osad v Èechách";;;;"1959";
"NA/HOØIÈKY   /    /980";"Roubík F.";"Soupis a mapa zaniklıch osad v Èechách";;;;"1959";
"TA/TUROVEC   /    /484";"Roubík F.";"Soupis a mapa zaniklıch osad v Èechách";;;;"1959";"55"
"PI/PASEKY    /1976/212";"Roubík F.";"Soupis a mapa zaniklıch osad v Èechách";;;;"1959";"51"
"RO/ZBIROH    /1976/151";"Roubík F.";"Soupis a mapa zaniklıch osad v Èechách";;;;"1959";"71"
"JC/BRTEV     /1997/321";"Roubík F.";"Soupis a mapa zaniklıch osad v Èechách";;;;"1959";
"PI/SKÁLY     /1977/622";"Roubík F.";"Soupis a mapa zaniklıch osad v Èechách";;;;"1959";"58-59"
"JC/SOBÌRAZ   /1997/207";"Roubík F.";"Soupis a mapa zaniklıch osad v Èechách";;;;"1959";
"P9/PRAHA - KL/1962/943";"Roubík F.";"Soupis a mapa zaniklıch osad v Èechách";;;;"1959";
"KO/VELTRUBY  /1994/309";"Roubík F.";"Soupis a mapa zaniklıch osad v Èechách";;;;"1959";"27"
"KH/BYLANY    /1993/243";"Roubík F.";"Soupis a mapa zaniklıch osad v Èechách";;;;"1959";"25"
"DO/HOLİŠOV   /1985/912";"Roubík F.";"Soupis a mapa zaniklıch osad v Èechách";;;;"1959";
"P0/PRAHA - DU/1975/029";"Roubík F.";"Soupis a mapa zaniklıch osad v Èechách";;;;"1959";"35"
"PI/LOUKA     /1975/319";"Roubík F.";"Soupis a mapa zaniklıch osad v Èechách";;;;"1959";
"HB/STØÍBRNÉ H/2001/111";"Rous P.";"Zpravodaj MVÈ 26";;;;"2000";"156-162"
"HB/HORNÍ KRUP/1982/225";"Rous P.";"Zpravodaj KMVÈ XI/1";;;;"1984";"93-95"
"HB/TERMESIVY /1983/908";"Rous P.";"Zpravodaj KMVÈ XI/1";;;;"1984";"93-95"
"HB/HAVLÍÈKÙV /    /140";"Rous P.";"Katalog pravìkıch nálezù okresu Havlíèkùv Brod";;;;"1981";
"HB/DOLNÍ KRUP/    /107";"Rous P.";"Katalog pravìkıch nálezù okresu Havlíèkùv Brod";;;;"1981";
"HB/CHOTÌBOØ  /    /216";"Rous P.";"Katalog pravìkıch nálezù okresu Havlíèkùv Brod";;;;"1981";
"HB/CHOTÌBOØ  /    /217";"Rous P.";"Katalog pravìkıch nálezù okresu Havlíèkùv Brod";;;;"1981";
"HB/KOÒKOVICE /    /275";"Rous P.";"Katalog pravìkıch nálezù okresu Havlíèkùv Brod";;;;"1981";
"HB/LEDEÈ NAD /    /308";"Rous P.";"Katalog pravìkıch nálezù okresu Havlíèkùv Brod";;;;"1981";
"HB/MALÈÍN    /    /357";"Rous P.";"Katalog pravìkıch nálezù okresu Havlíèkùv Brod";;;;"1981";
"HB/SVÌTLÁ NAD/    /546";"Rous P.";"Katalog pravìkıch nálezù okresu Havlíèkùv Brod";;;;"1981";
"HB/ŠTOKY     /    /561";"Rous P.";"Katalog pravìkıch nálezù okresu Havlíèkùv Brod";;;;"1981";
"HB/TIS       /    /569";"Rous P.";"Katalog pravìkıch nálezù okresu Havlíèkùv Brod";;;;"1981";
"HB/OBRVAÒ    /    /398";"Rous P.";"Katalog pravìkıch nálezù okresu Havlíèkùv Brod";;;;"1981";
"HB/NOVÁ VES U/    /391";"Rous P.";"Katalog pravìkıch nálezù okresu Havlíèkùv Brod";;;;"1981";
"HB/HABRY     /    /136";"Rous P.";"Katalog pravìkıch nálezù okresu Havlíèkùv Brod";;;;"1981";
"HB/HAVLÍÈKÙV /    /144";"Rous P.";"Katalog pravìkıch nálezù okresu Havlíèkùv Brod";;;;"1981";
"HB/LEDEÈ NAD /    /309";"Rous P.";"Katalog pravìkıch nálezù okresu Havlíèkùv Brod";;;;"1981";
"HB/SPYTICE   /    /523";"Rous P.";"Katalog pravìkıch nálezù okresu Havlíèkùv Brod";;;;"1981";
"HB/ÈESKÁ BÌLÁ/    /068";"Rous P.";"Katalog pravìkıch nálezù okresu Havlíèkùv Brod";;;;"1981";
"HB/ÈESKÁ BÌLÁ/    /070";"Rous P.";"Katalog pravìkıch nálezù okresu Havlíèkùv Brod";;;;"1981";
"HB/HAVLÍÈKÙV /    /145";"Rous P.";"Katalog pravìkıch nálezù okresu Havlíèkùv Brod";;;;"1981";
"HB/CHOTÌBOØ  /    /218";"Rous P.";"Katalog pravìkıch nálezù okresu Havlíèkùv Brod";;;;"1981";
"HB/CHOTÌBOØ  /    /219";"Rous P.";"Katalog pravìkıch nálezù okresu Havlíèkùv Brod";;;;"1981";
"HB/CHØENOVICE/    /239";"Rous P.";"Katalog pravìkıch nálezù okresu Havlíèkùv Brod";;;;"1981";
"HB/MICHALOVIC/    /367";"Rous P.";"Katalog pravìkıch nálezù okresu Havlíèkùv Brod";;;;"1981";
"HB/MICHALOVIC/    /368";"Rous P.";"Katalog pravìkıch nálezù okresu Havlíèkùv Brod";;;;"1981";
"HB/MICHALOVIC/    /369";"Rous P.";"Katalog pravìkıch nálezù okresu Havlíèkùv Brod";;;;"1981";
"HB/MICHALOVIC/    /370";"Rous P.";"Katalog pravìkıch nálezù okresu Havlíèkùv Brod";;;;"1981";
"HB/NOVÁ VES U/    /390";"Rous P.";"Katalog pravìkıch nálezù okresu Havlíèkùv Brod";;;;"1981";
"HB/OBRVAÒ    /    /399";"Rous P.";"Katalog pravìkıch nálezù okresu Havlíèkùv Brod";;;;"1981";
"HB/OSTROV    /    /409";"Rous P.";"Katalog pravìkıch nálezù okresu Havlíèkùv Brod";;;;"1981";
"HB/OVESNÁ LHO/    /415";"Rous P.";"Katalog pravìkıch nálezù okresu Havlíèkùv Brod";;;;"1981";
"HB/ZVÌSTOVICE/    /634";"Rous P.";"Katalog pravìkıch nálezù okresu Havlíèkùv Brod";;;;"1981";
"HB/HAVLÍÈKÙV /    /142";"Rous P.";"Katalog pravìkıch nálezù okresu Havlíèkùv Brod";;;;"1981";
"PE/KEJLICE  /    /502";"Rous P.";"Katalog pravìkıch nálezù okresu Havlíèkùv Brod";;;;"1981";
"HB/ÈESKÁ BÌLÁ/    /067";"Rous P.";"Katalog pravìkıch nálezù okresu Havlíèkùv Brod";;;;"1981";
"HB/ÈÍHOŠ    /    /075";"Rous P.";"Katalog pravìkıch nálezù okresu Havlíèkùv Brod";;;;"1981";
"HB/DOBRÁ     /    /086";"Rous P.";"Katalog pravìkıch nálezù okresu Havlíèkùv Brod";;;;"1981";
"HB/DOLNÍ KRUP/    /103";"Rous P.";"Katalog pravìkıch nálezù okresu Havlíèkùv Brod";;;;"1981";
"HB/GOLÈÙV JEN/    /126";"Rous P.";"Katalog pravìkıch nálezù okresu Havlíèkùv Brod";;;;"1981";
"HB/GOLÈÙV JEN/    /127";"Rous P.";"Katalog pravìkıch nálezù okresu Havlíèkùv Brod";;;;"1981";
"HB/HABRY     /    /135";"Rous P.";"Katalog pravìkıch nálezù okresu Havlíèkùv Brod";;;;"1981";
"HB/HEØMANICE /    /185";"Rous P.";"Katalog pravìkıch nálezù okresu Havlíèkùv Brod";;;;"1981";
"HB/HORNÍ KRUP/    /194";"Rous P.";"Katalog pravìkıch nálezù okresu Havlíèkùv Brod";;;;"1981";
"HB/HROZNÌTÍN /    /208";"Rous P.";"Katalog pravìkıch nálezù okresu Havlíèkùv Brod";;;;"1981";
"HB/CHOTÌBOØ  /    /213";"Rous P.";"Katalog pravìkıch nálezù okresu Havlíèkùv Brod";;;;"1981";
"HB/CHOTÌBOØ  /    /214";"Rous P.";"Katalog pravìkıch nálezù okresu Havlíèkùv Brod";;;;"1981";
"HB/CHØENOVICE/    /238";"Rous P.";"Katalog pravìkıch nálezù okresu Havlíèkùv Brod";;;;"1981";
"HB/KOLÍ     /    /278";"Rous P.";"Katalog pravìkıch nálezù okresu Havlíèkùv Brod";;;;"1981";
"HB/KVÌTINOV  /    /297";"Rous P.";"Katalog pravìkıch nálezù okresu Havlíèkùv Brod";;;;"1981";
"HB/LEDEÈ NAD /    /301";"Rous P.";"Katalog pravìkıch nálezù okresu Havlíèkùv Brod";;;;"1981";
"HB/LEDEÈ NAD /    /302";"Rous P.";"Katalog pravìkıch nálezù okresu Havlíèkùv Brod";;;;"1981";
"HB/LEDEÈ NAD /    /303";"Rous P.";"Katalog pravìkıch nálezù okresu Havlíèkùv Brod";;;;"1981";
"HB/LEDEÈ NAD /    /304";"Rous P.";"Katalog pravìkıch nálezù okresu Havlíèkùv Brod";;;;"1981";
"HB/LEDEÈ NAD /    /305";"Rous P.";"Katalog pravìkıch nálezù okresu Havlíèkùv Brod";;;;"1981";
"HB/LEDEÈ NAD /    /306";"Rous P.";"Katalog pravìkıch nálezù okresu Havlíèkùv Brod";;;;"1981";
"HB/LEDEÈ NAD /    /307";"Rous P.";"Katalog pravìkıch nálezù okresu Havlíèkùv Brod";;;;"1981";
"HB/OBRVAÒ    /    /397";"Rous P.";"Katalog pravìkıch nálezù okresu Havlíèkùv Brod";;;;"1981";
"HB/OPATOVICE /    /405";"Rous P.";"Katalog pravìkıch nálezù okresu Havlíèkùv Brod";;;;"1981";
"HB/PAVLOV U L/    /420";"Rous P.";"Katalog pravìkıch nálezù okresu Havlíèkùv Brod";;;;"1981";
"HB/ØÍMOVICE  /    /476";"Rous P.";"Katalog pravìkıch nálezù okresu Havlíèkùv Brod";;;;"1981";
"HB/SIRÁKOVICE/    /486";"Rous P.";"Katalog pravìkıch nálezù okresu Havlíèkùv Brod";;;;"1981";
"HB/SKÁLA     /    /491";"Rous P.";"Katalog pravìkıch nálezù okresu Havlíèkùv Brod";;;;"1981";
"HB/SKUHROV   /    /493";"Rous P.";"Katalog pravìkıch nálezù okresu Havlíèkùv Brod";;;;"1981";
"HB/SKUHROV   /    /494";"Rous P.";"Katalog pravìkıch nálezù okresu Havlíèkùv Brod";;;;"1981";
"HB/SPYTICE   /    /519";"Rous P.";"Katalog pravìkıch nálezù okresu Havlíèkùv Brod";;;;"1981";
"HB/SPYTICE   /    /521";"Rous P.";"Katalog pravìkıch nálezù okresu Havlíèkùv Brod";;;;"1981";
"HB/SPYTICE   /    /522";"Rous P.";"Katalog pravìkıch nálezù okresu Havlíèkùv Brod";;;;"1981";
"HB/STØÍOV   /    /538";"Rous P.";"Katalog pravìkıch nálezù okresu Havlíèkùv Brod";;;;"1981";
"HB/SUCHÁ     /    /540";"Rous P.";"Katalog pravìkıch nálezù okresu Havlíèkùv Brod";;;;"1981";
"HB/SVÌTLÁ NAD/    /542";"Rous P.";"Katalog pravìkıch nálezù okresu Havlíèkùv Brod";;;;"1981";
"HB/SVÌTLÁ NAD/    /543";"Rous P.";"Katalog pravìkıch nálezù okresu Havlíèkùv Brod";;;;"1981";
"HB/SVÌTLÁ NAD/    /544";"Rous P.";"Katalog pravìkıch nálezù okresu Havlíèkùv Brod";;;;"1981";
"HB/SVINNİ    /    /557";"Rous P.";"Katalog pravìkıch nálezù okresu Havlíèkùv Brod";;;;"1981";
"HB/TIS       /    /568";"Rous P.";"Katalog pravìkıch nálezù okresu Havlíèkùv Brod";;;;"1981";
"HB/UHELNÁ PØÍ/    /574";"Rous P.";"Katalog pravìkıch nálezù okresu Havlíèkùv Brod";;;;"1981";
"HB/UHELNÁ PØÍ/    /575";"Rous P.";"Katalog pravìkıch nálezù okresu Havlíèkùv Brod";;;;"1981";
"HB/VILÉMOV   /    /586";"Rous P.";"Katalog pravìkıch nálezù okresu Havlíèkùv Brod";;;;"1981";
"HB/VLKANOV   /    /600";"Rous P.";"Katalog pravìkıch nálezù okresu Havlíèkùv Brod";;;;"1981";
"HB/SPYTICE   /    /518";"Rous P.";"Katalog pravìkıch nálezù okresu Havlíèkùv Brod";;;;"1981";
"PJ/PØEŠTICE  /2002/245";"Romberskı P.";"Zaniklé støedovìké vesnice na území okresu PJ, Zpravodaj M v Blovicích";;;;"1999";"3-20"
"DO/ZAHOØANY  /1984/853";"Romberskı P.";"Zaniklé ... Domalice, Vıroèní zpráva OA Domalice 1980 IV";;;;"1981";"105"
"DO/SVRNO    /1984/928";"Romberskı P.";"Zaniklá støedovìká ves Pøítulnov, Z Chodského hradu 1985";;;;"1985";"6-11"
"KT/CHUDENICE /2002/428";"Romberskı P.";"Zaniklá støedovìká sídla na Klatovsku, Historická geografie 25";;;;"1986";"335-336"
"KT/LUBY      /2001/037";"Romberskı P.";"Zaniklá støedovìká sídla na Klatovsku, Historická geografie 25";;;;"1986";"331"
"KT/MALÁ VÍSKA/2001/326";"Romberskı P.";"Zaniklá støedovìká sídla na Klatovsku, Historická geografie 25";;;;"1986";"295-296"
"KT/MLADOTICE /2001/420";"Romberskı P.";"Zaniklá støedovìká sídla na Klatovsku, Historická geografie 25";;;;"1986";"301"
"KT/MLİNEC    /2001/001";"Romberskı P.";"Zaniklá støedovìká sídla na Klatovsku, Historická geografie 25";;;;"1986";"299"
"KT/NEMILKOV  /2002/435";"Romberskı P.";"Zaniklá støedovìká sídla na Klatovsku, Historická geografie 25";;;;"1986";"315"
"KT/POLEÒ     /2001/013";"Romberskı P.";"Zaniklá støedovìká sídla na Klatovsku, Historická geografie 25";;;;"1986";"299"
"KT/PØEDSLAV  /2002/229";"Romberskı P.";"Zaniklá støedovìká sídla na Klatovsku, Historická geografie 25";;;;"1986";"311"
"KT/ØAKOM     /2001/113";"Romberskı P.";"Zaniklá støedovìká sídla na Klatovsku, Historická geografie 25";;;;"1986";"322-323"
"KT/VRHAVEÈ   /1983/132";"Romberskı P.";"Zanikání vesnic na Klatovsku";;;;"1983";
"PS/ÚLICE     /    /858";"Romberskı P.";"Vochov 49.";;;;;
"PJ/ŠÁHLAVY  /1984/100";"Romberskı P.";"Šáhlavy, okr. Plzeò - jih, BZO 1982-1983";;;;"1985";"178"
"PS/HODOVIZ   /1979/225";"Romberskı P.";"Roèenka klubu Augusta Sedláèka";;;;"1987";"57-58"
"PS/HODOVIZ   /1980/039";"Romberskı P.";"Roèenka klubu Augusta Sedláèka";;;;"1987";"52-58"
"KT/STRÁOV   /2000/338";"Romberskı P.";"Ostromeè a Oèedìl, Hláska";;;;"1996";"8-9"
"PJ/BEZDÌKOV  /1986/745";"Romberskı P.";"BZO 1986-87";;;;"1989";"15-16"
"ST/LNÁØE     /1986/018";"Romberskı P.";"BZO 1986-87";;;;"1989";"106"
"DO/HOLİŠOV   /1985/134";"Romberskı P.";"BZO 1984-85";;;;"1987";"50"
"DO/SVRNO    /1984/109";"Romberskı P.";"BZO 1984-85";;;;"1987";"202-3"
"DO/ZAHOØANY  /1984/125";"Romberskı P.";"BZO 1984-85";;;;"1987";"230-231"
"PJ/DOLCE     /1985/710";"Romberskı P.";"BZO 1984-85";;;;"1987";"41"
"PJ/NEBÍLOVSKİ/1984/128";"Romberskı P.";"BZO 1984-85";;;;"1987";"132"
"PJ/NEBÍLOVSKİ/1984/258";"Romberskı P.";"BZO 1984-85";;;;"1987";"132"
"PJ/NEBÍLOVSKİ/1984/303";"Romberskı P.";"BZO 1984-85";;;;"1987";"132"
"PJ/ŠÁHLAVY  /1984/556";"Romberskı P.";"BZO 1984-85";;;;"1987";"204"
"PM/BOKOV    /1984/615";"Romberskı P.";"BZO 1984-85";;;;"1987";"148"
"PS/BABINA    /1984/127";"Romberskı P.";"BZO 1984-85";;;;"1987";"9"
"PS/JAROV     /1984/202";"Romberskı P.";"BZO 1984-85";;;;"1987";"68"
"PS/SENEC     /1985/620";"Romberskı P.";"BZO 1984-85";;;;"1987";"187"
"PS/TROJANY   /1984/333";"Romberskı P.";"BZO 1984-85";;;;"1987";"210"
"TC/LAANY    /1985/846";"Romberskı P.";"BZO 1984-85";;;;"1987";"100"
"TC/DOLNÍ POL/1985/259";"Romberskı P.";"BZO 1984-85";;;;"1987";"42"
"PM/BOKOV    /1984/122";"Romberskı P.";"Bukšice a Dubnice, Roèenka Klubu Augusta Sedláèka";;;;;
"PS/PÒOVANY   /    /835";"Romberskı P., Janouškovec J.";"ZSO bıvalého okresu Støíbro, SbOM v Tachovì 15";;;;"1982";
"TC/LAANY    /1985/004";"Romberskı P., Janouškovec J.";"ZSO bıvalého okresu Støíbro, SbOM v Tachovì 15";;;;"1982";"33"
"TC/BUTOV     /    /503";"Romberskı P., Janouškovec J.";"ZSO bıvalého okresu Støíbro, SbOM v Tachovì 15";;;;"1982";
"TC/KLADRUBY  /    /516";"Romberskı P., Janouškovec J.";"ZSO bıvalého okresu Støíbro, SbOM v Tachovì 15";;;;"1982";"24"
"TC/POZORKA   /    /562";"Romberskı P., Janouškovec J.";"ZSO bıvalého okresu Støíbro, SbOM v Tachovì 15";;;;"1982";"38-39"
"TC/DOLNÍ POL/1985/344";"Romberskı P., Trachta M.";"Pùvodní tvrz v Policích, Roèenka Klubu Augusta Sedláèka";;;;;
"P1/PRAHA - ST/1996/006";"Ruckstuhl B.";"Die Gerben im mittelalterlichen Schaffhausen..., Stuttgart 1992-1993";;;;;
"JC/SOBOTKA   /1982/936";"Ruda V.";"Sobotka 1498-1948";;;;"1948";"21"
"LI/LIBEREC   /1993/045";"Ruda V., Technik S.";"Liberec";;;;"1980";
"LI/OSTAŠOV   /1993/103";"Ruda V., Technik S.";"Liberec";;;;"1980";
"MB/VINEC     /1996/434";"Rudolf V.";"AR 15";;;;"1963";"144"
"KO/MRZKY     /1983/545";"Rulf J.";"PA 74";;;;"1983";"83"
"P8/PRAHA - ÏÁ/1930/322";"Rulf J.";"PA 74";;;;"1983";"81"
"P8/PRAHA - ÏÁ/1936/400";"Rulf J.";"PA 74";;;;"1983";"81"
"KO/ŠTÍTARY   /    /503";"Rulf J.";"PA 74";;;;"1983";
"KO/VRBÈANY   /    /624";"Rulf J.";"PA 74";;;;"1983";
"P8/PRAHA - ÏÁ/    /461";"Rulf J.";"PA 74";;;;"1983";"81"
"NB/KOUNICE   /    /423";"Rulf J.";"PA 74";;;;"1983";"82"
"KO/TUCHORAZ  /    /556";"Rulf J.";"PA 74";;;;"1983";"85"
"PV/TOUŠEÒ    /    /293";"Rulf J.";"PA 74";;;;"1983";"85"
"PV/VELEÒ     /    /307";"Rulf J.";"PA 74";;;;"1983";"85"
"KO/VRBÈANY   /    /625";"Rulf J.";"PA 74";;;;"1983";"86"
"PV/ZÁLUÍ    /    /330";"Rulf J.";"PA 74";;;;"1983";"86"
"PV/ZÁLUÍ    /    /326";"Rulf J.";"PA 74";;;;"1983";"86"
"PV/DØEVÈICE  /    /065";"Rulf J.";"PA 74";;;;"1983";
"PV/JENŠTEJN  /    /103";"Rulf J.";"PA 74";;;;"1983";
"PV/JENŠTEJN  /    /107";"Rulf J.";"PA 74";;;;"1983";"81"
"PV/PODOLANKA /    /218";"Rulf J.";"PA 74";;;;"1983";"84"
"PV/BRANDİS NA/    /956";"Rulf J.";"PA 74";;;;"1983";"80"
"PV/ÈELÁKOVICE/    /026";"Rulf J.";"PA 74";;;;"1983";"80"
"PV/DØEVÈICE  /    /055";"Rulf J.";"PA 74";;;;"1983";"81"
"PV/DØEVÈICE  /    /056";"Rulf J.";"PA 74";;;;"1983";"81"
"PV/MOCHOV    /    /165";"Rulf J.";"PA 74";;;;"1983";"83"
"KO/NOVÁ VES I/    /289";"Rulf J.";"PA 74";;;;"1983";"84"
"KO/ÈERVENÉ PE/    /851";"Rulf J.";"PA 74";;;;"1983";
"KO/KOUØIM    /    /123";"Rulf J.";"PA 74";;;;"1983";"83"
"KO/KOUØIM    /    /127";"Rulf J.";"PA 74";;;;"1983";"83"
"KO/BØEANY I /    /789";"Rulf J.";"PA 74";;;;"1983";"80"
"KO/KOUØIM    /    /122";"Rulf J.";"PA 74";;;;"1983";"83"
"KO/ÈERVENÉ PE/    /855";"Rulf J.";"PA 74";;;;"1983";
"KO/CERHENICE /    /819";"Rulf J.";"PA 74";;;;"1983";
"KO/TØEBOVLE  /    /542";"Rulf J.";"PA 74";;;;"1983";"85"
"KO/RATBOØ    /    /441";"Rulf J.";"PA 74";;;;"1983";"85"
"KO/BØEANY II/    /793";"Rulf J.";"PA 74";;;;"1983";"80"
"KO/BYLANY    /    /797";"Rulf J.";"PA 74";;;;"1983";"80"
"KO/CERHİNKY  /    /824";"Rulf J.";"PA 74";;;;"1983";"80"
"KH/HOØANY    /    /994";"Rulf J.";"PA 74";;;;"1983";"81"
"KO/ÈERVENÉ PE/    /853";"Rulf J.";"PA 74";;;;"1983";"81"
"KO/ÈERVENÉ PE/    /854";"Rulf J.";"PA 74";;;;"1983";"81"
"KO/ÈERVENÉ PE/    /856";"Rulf J.";"PA 74";;;;"1983";"81"
"KO/ÈESKİ BROD/    /890";"Rulf J.";"PA 74";;;;"1983";"81"
